;Nombre;Nombre 1;Nombre 2;;Nombre;Tesis;Keywords;Resumen;Fecha;Año;Idioma;Citas;Director;;Director;Codirector;Codirector;Grupo de Investigación
72;Flórez Becerra, Gustavo;Flórez-Becerra, Gustavo;Flórez-Becerra, Gu;Flórez-Becerra, Gu.;Flórez-Becerra, Gu.;Diseño de un Sistema Multiagente de Programación de Tareas Basado en Técnicas de Inteligencia Artificial y Simulación Discreta para Sistemas de Servicio Tipo Red de Colas Multi-Clase;"Sistema Multiagente
Redes de Colas";En sistemas de manufactura y servicio, el procesamiento se completa hasta que el cliente ha circulado de manera secuencial en diferentes etapas. La complejidad del análisis requerido para la modelación de dichos sistemas en términos de factores claves ha incrementado la formulación de métodos de optimización híbridos. En este proyecto de investigación se plantea un esquema de integración de teoría de lineas de espera, simulación y agentes inteligentes que permita la formulación de políticas factibles de enrutamiento de transacciones en sistemas de redes de colas multi-clase. El sistema multiagente propuesto es una alternativa viable para lograr el balanceo adecuado en el uso de recursos y la suficiencia en la capacidad del sistema en diferentes escenarios de las variables de operación.;25-nov-16;2016;Español;0;López Santana, Eduyn Ramiro;López-Santana, Eduyn;Lopez-Santana, Ed.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
73;Buitrago Dueñas, Senaida Stella;Buitrago-Dueñas, Senaida Stella;Buitrago-Dueñas, Se;Buitrago-Dueñas, Se.;Buitrago-Dueñas, Se.;Marco Conceptual del Conocimiento y el Aprendizaje Organizacional -del Enfoque Clásico al Enfoque de los Sistemas Adaptativos Complejos;"Organizaciones
Sistemas Adaptativos Complejos
Generación de Conocimiento
Modelos de Aprendizaje Organizacional
Aprendizaje Organizacional ";El presente trabajo de grado tiene como objetivo presentar un marco conceptual que permita comprender el Aprendizaje Organizacional –AO-, en las empresas, desde el enfoque de sistemas adaptativos complejos -SAC-, utilizando una metodología de tipo descriptivo documental. Las principales características de los SAC identificadas fueron la auto-organización, la inestabilidad limitada, la sensibilidad a condiciones iniciales y sus propiedades emergentes. Estas características permitieron su aplicación en el ámbito del aprendizaje organizacional, dado que las organizaciones en sí mismas pueden ser consideradas como un sistema adaptativo complejo. Como principales resultados de la investigación se presenta un marco conceptual de aprendizaje organizacional desde el enfoque de los SAC, así como un cambio de paradigma en el entendimiento de las organizaciones y su generación de conocimiento desde teorías emergentes y no desde la visión tradicional y/o clásica.;30-nov-16;2016;Español;4;Umaña Villamizar, Flor de María;Umaña-Villamizar, Flor;Umaña-Villamizar,Fl;;;Grupo de Investigación en Competitividad y Desarrollo Empresarial - GICDE
74;Rodríguez Vásquez, William Camilo;Rodríguez-Vásquez, William Camilo;Rodríguez-Vásquez, Wi;Rodríguez-Vásquez, Wi.;Rodríguez-Vásquez, Wi.;Sistema Experto Hibrido para Optimizar los Procesos de Programación, Zonificación y Diseño de Rutas de un Servicio de Mensajería Considerando Restricciones de Ventanas de Tiempo, Múltiples Periodos de Tiempo, Fechas de Vencimiento, Distancia y Horario en la Capacidad;"Ruteo de Vehículos
Sistema Experto
Servicios de Mensajería
Sistema de Colonia de Hormigas
Centro Geométrico
Metaheurística";El proyecto de grado plantea y resuelve un modelo de ruteo de vehículos basado en servicios de mensajería. En la descripción del problema se explica el modelo de operación de estos servicios. A partir del problema planteado se propone una metodología que permitirá resolver el problema de ruteo de vehículos considerando restricciones de ventanas de tiempo, fechas de vencimiento, distancia y horario de capacidad. Esta metodología consiste en resolver el problema en tres etapas: Programación, Zonificación y Diseño de rutas.; 25-nov-2016;2016;Español;2;López Santana, Eduyn Ramiro;López-Santana, Eduyn;Lopez-Santana, Ed.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
75;Hernández Melgarejo, Víctor Hugo;Hernández-Melgarejo, Víctor Hugo;Hernández-Melgarejo, Ví;Hernández-Melgarejo, Ví.;Hernández-Melgarejo, Ví.;Análisis de la Eficiencia Relativa en el Sistema Judicial Colombiano como Funciones de Producción, Mediante Análisis Envolvente de Datos (DEA);"Análisis Envolvente de Datos (DEA)
Eficiencia Relativa";"Este proyecto refleja la propuesta metodológica que se recomienda aplicar para caracterizar y analizar el sistema judicial Colombiano que permita evaluar su eficiencia relativa, basado en el análisis envolvente de datos (DEA), modelamiento matemático y técnicas estadísticas. 
 
 Para ello se inició con el planteamiento del problema, su identificación y justificación, que sirvió como base para dar inicio al desarrollo del presente proyecto. Luego de definir el objetivo general y los objetivos específicos, se utilizó los datos disponibles en los registros SIERJU (Sistema de Información Estadística de la Rama Judicial), otras fuentes que maneja la Fiscalía General de la Nación y se indagó en el análisis envolvente de datos (DEA) como metodología que profundizó e identificó la situación actual del sistema, donde se analizó las funciones de producción, variables de entrada (insumos) y las variables de salida (productos) que se estableció en cada subsistema/proceso (DMU’s). 
 
 Después de tener como insumo el diagnóstico inicial, de acuerdo a los escenarios definidos, se desarrolló el modelo matemático donde se comprobó su consistencia a través de técnicas estadísticas, se escogió y aplicó entre los métodos de análisis envolvente (DEA), al modelo del sistema judicial Colombiano con el fin de analizar su eficiencia relativa y se identificó las mejoras potenciales de los subsistema/proceso identificados como relativamente ineficientes. 
 
 Por último se sintetizó la información conseguida y se realizó las conclusiones del trabajo de investigación, con el propósito de explicar los resultados que se obtuvieron.";21-nov-16;2016;Español;0;Pinzón Rueda, Wilson Alexander;Pinzón-Rueda, Wilson;Pinzón-Rueda, Wi.;;;Armonico
76;Fajardo Rodríguez, Elmer Yesid;Fajardo-Rodríguez, Elmer Yesid;Fajardo-Rodríguez, El;Fajardo-Rodríguez, El.;Fajardo-Rodríguez, El.;Diseño de un Modelo para la Gestión del Conocimiento y Medición del Capital Intelectual en la Red de Oficinas de la Banca Comercial de la Territorial Bogotá Norte en BBVA Colombia;"Gestión del Conocimiento
Capital Intelectual
Resultados Comerciales
Balanced Scorecard
Dinámica de Sistemas
Rentabilidad";"El presente trabajo de grado tiene como propósito fundamental explicar la contribución que tiene sobre los resultados comerciales la implementación de un modelo dinámico diseñado para la gestión del conocimiento y medición del capital intelectual en una empresa de servicios del sector financiero colombiano. El modelo diseñado permite evaluar la gestión del conocimiento y establecer los indicadores para la medición del capital intelectual en dos fases: la primera determina la situación inicial de la gestión del conocimiento en la red de oficinas dela banca comercial de la territorial Bogotá Norte en BBVA Colombia por medio de un análisis descriptivo y factorial con el objetivo de determinar las variables características y los elementos con mayor incidencia a tener en cuenta para el diseño del modelo; y la segunda fase evalúa el modelo propuesto utilizando la dinámica de sistemas como herramienta para la formulación de un balanced scorecard dinámico que permite determinar las variables más influyentes para la gestión del conocimiento en la red de oficinas objeto del estudio, relacionar su efecto en los procesos internos y finalmente valorar el impacto en los resultados comerciales del negocio.";3-nov-16;2016;Español;0;Medina García, Víctor Hugo;Medina-García, Víctor;Medina-Garcia, Vi.;;;Grupo internacional en informática y comunicaciones para la gestión del conocimiento GICOGE
77;Estupiñan González, Edwin Idelman;Estupiñan-González, Edwin Idelman;Estupiñan-González, Ed;Estupiñan-González, Ed.;Estupiñan-González, Ed.;Propuesta Metodológica para el Proceso de Planeación de la Demanda. Caso de Estudio: Compañía Sector de Consumo Masivo de Alimentos;"Cadena de Suministro
Logística
Planeación de la Demanda
Planeación de Ventas y Operaciones (S&OP)
Metodología";"La planeación de demanda en una organización es un elemento fundamental en la composición en la cadena de suministro, y trasversal a todo el sistema logístico. El proceso convencional consiste en pronosticar las ventas de periodos futuros con base en datos históricos, por medio de métodos y modelos existentes. Sin embargo, la propuesta que se pretende entregar es enmarcar la realización del pronóstico en una de las fase (fase I de revisión de demanda) de la metodología de planeación, logrando tener un alcance más amplio a la generación de un pronóstico.
 
 Se busca al realizar esta propuesta, ser partícipe del desarrollo y evolución de, no solo una empresa en específico, sino de las empresas que hacen parte del sector del consumo masivo. Así mismo, se pretende aportar en el estado de arte de la literatura que aborda las metodologías del proceso S&OP (Sales and Operations Planning).
 
 En los procesos funcionales de cualquier organización es muy importante contar con una comunicación a lo largo del mismo garantizando el flujo y avance. Los aportes y direccionamientos de los procesos de planeación de la demanda por parte de la dirección de la empresa son totalmente relevantes para conseguir los propósitos consignados en las etapas metodológicas. 
 
 Al finalizar esta investigación, se encuentra que es posible conocer la madurez de un proceso por medio de metodologías previamente establecidas y distribuidas en etapas y fases, que identifiquen de manera clara y consistente la evolución de la operación y que el desarrollo adecuado de un proceso S&OP conduce a la madurez metodológica y al cumplimiento de los resultados propuestos por la organización.";16-nov-16;2016;Español;0;Pinzón Rueda, Wilson Alexander;Pinzón-Rueda, Wilson;Pinzón-Rueda, Wi.;;;Armonico
78;Puerto Nuñez, Angel Leonel;Puerto-Nuñez, Angel Leonel;Puerto-Nuñez, An;Puerto-Nuñez, An.;Puerto-Nuñez, An.;"Diseño de un Modelo de Gestión en Procesos de Auditoria de ""Valor"" Aplicadas al Sistema de Gestión de la Seguridad y Salud en el Trabajo (SG-SST) en Empresas de Transporte Terrestre de Carga Seca Tomando Como Referente el Grupo Empresarial OIT en la Ciudad de Duitama";"Modelo de Gestión
OIT
Procesos de Auditoria
Empresas de Transporte
Salud en el Trabajo";"El presente proyecto se enfoca en análisis de un proceso de auditoría que genere valor en procesos de implementación de Sistema de Gestión en Seguridad y Salud en el Trabajo (SG-SST); el modelo propuesto tiene en cuenta los cambios en la legislación y esta como impacta en la gestión del cambio al interior de la organización al llevar a cabo su implementación; por tal razón como modelo tipo en la organización OIT se toma en referencia el decreto 1072 del 26 de mayo 2015, La Guía RUC y la norma OHSAS18001:2007. 
 
 Todos los desarrollos que se encuentran en las bases de datos de investigaciones, bibliotecas y buscadores de internet; al igual que el concepto de expertos auditores de certificación en Sistemas de Gestión y la experiencia de más de 10 años por parte del autor del cual se toma como muestra 69 empresas de diferentes sectores frente a procesos de auditoria interna, arrojan resultados que nos advierten la necesidad de mejorar el enfoque y la calidad de los resultados frente a las auditoria internas. 
 
 Aquí se propone un modelo de gestión de auditorías denominado “auditorias de valor” que permita evaluar su eficacia mediante la realización de auditorías internas tomando como base la norma ISO19011 y su aplicación en cada una de las etapas (Definición del programa de auditoría (5.2, 5.3), Implementación del programa de auditoría (5.4, 5.5), Seguimiento y revisión del programa de auditoría (5.6). 
 
 Se diseña un proceso de auditoria donde se identifican tres variables tales como: Auditado, Empresa y Auditor, para lo cual se emplea la herramienta de simulación “Promodel” donde se introduce la interacción de las mismas con datos estadísticos tomados de las 69 empresas auditadas en Sistemas de Gestión. 
 
 Al realizar las corridas del modelo, en el proceso de auditoría, se miden los resultados en condiciones ideales con datos reales para obtener información que permitan identificar el verdadero estado de documentación e implementación de un SG-SST en una empresa tomando como base el Grupo Empresarial OIT. Este documento muestra los resultados de un arduo trabajo en la búsqueda del objetivo general y las conclusiones que se pueda obtener.";24-jun-16;2016;Español;0;Beltrán Rodríguez, Carlos Alirio;Beltrán-Rodríguez, Carlos;Beltran-Rodriguez, Ca.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
79;Suárez Castro, Ruth Milena;Suárez-Castro, Ruth Milena;Suárez-Castro, Ru;Suárez-Castro, Ru.;Suárez-Castro, Ru.;Modelo Dinámico para el Análisis de la Carga Laboral y su Efecto en el Desempeño Laboral de Docentes Universitarios de Tiempo Completo;"Carga Mental
Carga Física
Docencia
Desempeño";El estudio de la carga de trabajo es una herramienta de análisis para el ingeniero industrial, que permite medir el tiempo destinado a la realización de una o varias actividades laborales con miras a determinar la distribución equitativa de funciones en los lugares de trabajo. Los docentes universitarios en su labor no son ajenos a la necesidad de que se estudie la distribución de la carga académica. Este trabajo estudia el componente de la carga académica o carga laboral del docente distribuida en tres funciones sustantivas como son: Docencia, investigación y extensión, determinando no solo el tiempo destinado a cada actividad sino que analiza también desde la ergonomía el impacto en la carga mental y la carga física en el desempeño del docente. El estudio aplica la metodología conocida como dinámica de sistemas para modelar la asignación de la carga laboral y ver su comportamiento a través del tiempo. Se evidencia la existencia de diferencias significativas entre el docente que desarrolla actividades de investigación y el docente que desarrolla actividades de extensión.;29-jun-16;2016;Español;0;Beltrán Rodríguez, Carlos Alirio;Beltrán-Rodríguez, Carlos;Beltran-Rodriguez, Ca.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
80;Murcia Pamplona, Jaime Alexander;Murcia-Pamplona, Jaime Alexander;Murcia-Pamplona, Ja;Murcia-Pamplona, Ja.;Murcia-Pamplona, Ja.;Diseño de Modelo de Gestión para el Control de las Variables que Intervienen en la Accidentalidad por Trabajos en Alturas, para los Obreros de la Construcción Vertical en Sector Público en Bogotá;"Modelo de Gestión
Gestión del Riesgo
Métodos para Identificación Peligros
Análisis
Evaluación y Tratamiento de los Riesgos
Modelos de Evaluación de Riesgos
Control de las Variables que Intervienen en la Accidentalidad por Trabajos en Alturas Seguridad Basada en el Comportamiento
Trabajo en Alturas
Normas Legales en SST";La investigación se desarrolla principalmente en cuatro etapas principales: la primera propone una metodología que permita identificar, evaluar y priorizar los factores de riesgo que influyen en la aparición de los eventos en especial en el campo de la seguridad y salud en el trabajo para actividades de alto riesgo. La segunda etapa establece una caracterización de las actividades de trabajo en alturas, en especial para las realizadas en la construcción vertical del sector público en la ciudad de Bogotá D.C. La tercera etapa consistió en la formulación de un modelo de gestión para el control de las variables que intervienen en la accidentalidad por trabajos en alturas, basado en los elementos analizados y propuestos en las etapas uno y dos, adicionalmente a la integración de la propuesta del modelo de sistema de gestión de seguridad para trabajos de alto riesgo basado en los modelos existentes en el campo laboral nacional e internacional, el análisis de causalidad y concepto de la seguridad basada en el comportamiento, se estableció el modelo de Modelo de Gestión para el Control de las Variables que Intervienen en la Accidentalidad por Trabajos en Alturas. La cuarta Etapa, consistió en la realización de una validación de tipo Legal, con base en la consulta de las normas legales nacionales e internacionales de en seguridad y salud en el trabajo.;31-may-16;2016;Español;o;Mesa Álvarez, Joaquín Javier;Mesa-Álvarez, Joaquín;Meza-Alvarez, Jo.;;;Modelación en Ingeniería de Sistemas (MIS)
;Rusinque Aguirre, Jesus Alberto;Rusinque-Aguirre, Jesus Alberto;Rusinque-Aguirre, Je;Rusinque-Aguirre, Je.;Rusinque-Aguirre, Je.;Propuesta de un Sistema de Gestión para Productos Agrícolas Cosechados en el Municipio de Yacopí Cundinamarca, que les Permita a las Familias Productoras Aumentar la Utilidad;"Pobreza
Productos Agrícolas
Desarrollo Agricola
Negocios Sostenibles";La presente investigación tiene como objeto la propuesta de un sistema de gestión para productos agrícolas cosechados en el municipio de Yacopí Cundinamarca, que les permita a las familias productoras aumentar su utilidad. Esta región cuenta con un NBI e índice de miseria bastante alto, según el (DANE, 2005) para ese año el NBI fue de 64,73% y las personas del campo tenían un 72,95%, y en cuanto a la miseria según el (Plan de Desarrollo de Yacopí Cundinamarca 2012–2015) este municipio tenía un 33,3%. Esta investigación se divide en tres fases, las cuales cada una de ellas se subdivide en varias actividades, la primera fase es la de diagnóstico, la cual comprende las actividades de revisar los antecedentes, caracterizaciones y estadísticas de la cadena de abastecimiento de alimentos agrícolas del municipio para establecer el estado del arte y caracterizar el estado actual del sistema de producción, distribución y comercialización de los productos agrícolas en el municipio. La segunda fase es el análisis y construcción, la cual se divide en las actividades de medir las variables incidentes del sistema, crear prototipos de sistemas de gestión, tipos de productos y tipo de simulación a implementar y la última fase es la de validación, la cual, las actividades son contrastar el modelo mediante la validación de los resultados y la conclusión de la investigación.;5-sep-16;2016;Español;1;López Bello, César Amilcar;López-Bello, César;Lopez-Bello, Ce.;;;Modelos Matemáticos Aplicados a la Industria MMAI
82;Hernández Ortiz, Yimy Alexander;Hernández-Ortiz, Yimy Alexander;Hernández-Ortiz, Yi;Hernández-Ortiz, Yi.;Hernández-Ortiz, Yi.;Diseño de un Sistema de Ruteo de Vehículos con Múltiples Depósitos en Empresas de Transporte de Carga por Carretera;MDVRP, GRASP, Búsqueda Tabú, Clusterización, Ruteo de Vehículos, Múltiples Depósitos.;"Este trabajo presenta el diseño de un sistema de ruteo de vehículos con múltiples depósitos (MDVRP), utilizado para resolver el problema operacional que enfrentan día a día las empresas de transporte de carga por carretera. El modelo propuesto utiliza una metaheurística híbrida denominada Grasp Clustering & Tabu Routing, la cual fue diseñada utilizando una metodología de dos fases: clusterizar primero, rutear después. El procedimiento híbrido propuesto emplea en su primera fase el algoritmo Grasp como técnica de agrupamiento para la generación de clústeres; posteriormente, en la segunda fase se aplica el algoritmo de Búsqueda Tabú para generar las rutas de distribución en cada uno de los clústeres.";27-jun-16;2016;Español;1;Umaña Villamizar, Flor de María;Umaña-Villamizar, Flor;Umaña-Villamizar,Fl;;;Grupo de Investigación en Competitividad y Desarrollo Empresarial - GICDE
83;Gavilan Venegas, Jonny Alexander;Gavilan-Venegas, Jonny Alexander;Gavilan-Venegas, Jo;Gavilan-Venegas, Jo.;Gavilan-Venegas, Jo.;Implementación del modelo Lean Service en el proceso de recaudo en la Cooperativa de Ahorro y Crédito Fincomercio Ltda.;"Lean service
proceso
herramientas
desperdicio
Diagnóstico
políticas";"El presente trabajo final de grado de Maestría, se realizará en el Área de Recaudo de la Cooperativa de Ahorro y Crédito Fincomercio Ltda. En este marco de referencia, la presente investigación de tipo Descriptivo – Explicativo consistirá en la aplicación de la metodología Lean Service para el mejoramiento del proceso de recaudo de la Cooperativa.
 Durante un análisis realizado al área de recaudo se detectó que esta es sumamente ineficiente y a la vez presenta un alto nivel de desperdicio, razón por la cual se decide implementar la metodología Lean Service para el mejoramiento del proceso. 
 Se ha determinado un Marco conceptual que presenta la ideología de lean service a través de la descripción del modelo general y las herramientas que lo componen. 
 Al igual se realizó un mapeo del proceso el cual nos reveló cuales son los errores más frecuentes que se generan en el área de recaudo y el que genera la mayor cantidad de desperdicio.";31-may-16;2016;Español;0;Gallego Torres, Adriana Patricia;Gallego-Torres, Adriana;Gallego-Torres, Ad.;;;Representaciones y Conceptos Científicos. IREC.
84;Bernal Peña, Yuri Cristian;Bernal-Peña, Yuri Cristian;Bernal-Peña, Yu;Bernal-Peña, Yu.;Bernal-Peña, Yu.;Algoritmo Memético Autoadaptativo para Solución de Problemas Combinatorios;"Algoritmos Meméticos
Optimización Combinatoria
Algoritmos Genéticos
Espacio Infactible
Algoritmos Evolutivos
Metaheurística";Los problemas de optimización combinatoria son problemas de alta complejidad, cuyas mejores soluciones se han dado a través del uso de metaheurísticas. Los Algoritmos Meméticos (MA) hibridan un Algoritmo Genético (GA) con un Algoritmo de Búsqueda Local (LS), dando como resultado una metaheurística con ventajas en la exploración tanto global como local. La presente investigación propone un MA que ajusta durante la exploración su método y parámetros de Búsqueda Local dependiendo de la diversidad poblacional, así como en dicho ajuste se innova realizando también exploraciones por el espacio infactible de soluciones. El MA Autoadaptativo se pone a prueba utilizando el problema de la mochila o knapsack.;21-nov-17;2017;Español;0;Ortiz Dávila, Álvaro Enrique;Ortiz-Dávila, Álvaro;Ortiz-Davila, Al;;;Núcleo de Investigación en Datos Espaciales NIDE
85;Montaña Quintero, Henry;Montaña-Quintero, Henry;Montaña-Quintero, He;Montaña-Quintero, He.;Montaña-Quintero, He.;Modelo Conceptual para el Desarrollo de Producto en el Área de “Electrónica” para la Universidad Distrital Francisco José de Caldas;"Desarrollo de Producto
Electrónica
Modelo Conceptual
Ciclos de Desarrollo ";"El producto es un elemento esencial para toda empresa u organización, dado que es lo que ésta convertirá en fuente de recursos económicos o en nuevo conocimiento base para futuros desarrollos. El producto nace de diferentes maneras, generalmente como una necesidad del mercado o de la sociedad, constituyendo un problema que debe ser abordado de manera apropiada por la organización. Lo anterior ha llevado a empresarios, académicos e investigadores a formular modelos de desarrollo de producto (en adelante PD) que permitan hacer este proceso de forma sistémica a fin de tener un resultado óptimo.
 La Universidad Distrital Francisco José de Caldas (en adelante UDFJC) como institución de educación superior no es ajena a la dinámica del desarrollo de producto, dado que en su quehacer académico, investigativo y de extensión, incorpora escenarios que de manera implícita, en busca de generación y transferencia de conocimiento, finalizan con un producto o prototipo. Una de las áreas de conocimiento más antiguas en la Universidad es la electrónica, que inicio como un programa de radiotecnia, donde el 80% de los desarrollos en los diferentes escenarios de la Universidad son un prototipo (producto).
 A pesar de que la UDFJC desarrolla cerca de 200 prototipos (productos) al año en el área de electrónica, resultado de las actividades de academia, investigación y extensión, debidamente documentados y evidenciados, no se cuenta con un modelo de PD reconocido y adoptado en documentos institucionales, que constituya una guía para docentes, investigadores, funcionarios y estudiantes en esta actividad de desarrollo de valor y conocimiento.
 Lo anterior fue un motivo para despertar el interés en el PD como una actividad investigativa que para este trabajo de grado de maestría tiene como objetivo principal proponer un modelo conceptual para el desarrollo de producto en el área de electrónica para la Universidad Distrital Francisco José de Caldas.
 Para lograr el objetivo propuesto se formuló una metodología exploratoria que busca identificar modelos de desarrollo de producto utilizados a nivel industrial y/o propuestos por académicos e investigadores alrededor del mundo. Esto para identificar componentes conceptuales, procesos de desarrollo de producto y otros elementos propios de la UDFJC que puedan nutrir el modelo propuesto. En una etapa siguiente se hará una metodología de tipo propositiva, al formular el modelo, para finalizar con una etapa evaluativa del mismo.
 El modelo propuesto incorpora elementos conceptuales de una base teórica de modelos de desarrollo de producto, sin dejar de lado componentes propios del entorno académico, investigativo y de extensión de la UDFJC, que puede ser seguido inicialmente por estudiantes en los espacios académicos para maximizar los resultados minimizando tiempos, costos y uso de recursos técnicos y humanos.";5-dic-17;2017;Español;0;Tarazona Bermúdez, Giovanny Mauricio;Tarazona-Bermúdez, Giovanny;Tarazona-Bermudez, Gi.;;;COMERCIO ELECTRONICO EN COLOMBIA ( GICOECOL)
86; Reyes Mozo, José Vicente;Reyes-Mozo, José Vicente;Reyes-Mozo, Jo;Reyes-Mozo, Jo.;Reyes-Mozo, Jo.;Propuesta de Modelo para el Desarrollo de Aplicaciones “TIC” para la Facultad Tecnológica de la Universidad Distrital Francisco José de Caldas;"Desarrollo de Aplicaciones
Modelo de Desarrollo de Software
TIC
Etapas de Desarrollo
";Estudio de los diferentes modelos y metodologías de desarrollo de software y finalmente se presenta la propuesta del modelo basado en las características e indicadores antes identificados, el cual genere diferencia entre los existentes y permita a través de las etapas y actividades propuestas. Con etapa de ideación, la cual permite y ayuda a la recolección de información, y el proceso de requerimiento que son etapas importantes en las metodologías para el desarrollo de software. Es una aproximación para las ideas de emprendimiento y personas que no tengan los recursos o el conocimiento ideal en el desarrollo de aplicaciones;5-dic-17;2017;Español;1;Tarazona Bermúdez, Giovanny Mauricio;Tarazona-Bermúdez, Giovanny;Tarazona-Bermudez, Gi.;;;COMERCIO ELECTRONICO EN COLOMBIA ( GICOECOL)
87;Batero Manso, Diego Fernando;Batero-Manso, Diego Fernando;Batero-Manso, Di;Batero-Manso, Di.;Batero-Manso, Di.;Modelo Matemático Multi-Objetivo de Ruteo e Inventarios para la Cadena de Suministro de Perecederos: Caso Sector Frutícola;"Gestión de la Cadena de Suministro
Perecederos
Optimización
Problema de Ruteo e Inventarios";La gestión conjunta de ruteo e inventarios se ha convertido en un campo de particular importancia para la comunidad académica en los últimos años. Sin embargo, no se identificaron modelos en la revisión de la literatura que contemplen las características de la cadena de suministro de alimentos frescos. El autor de esta tesis propone un IRP (problema de ruteo e inventarios), modelo multiobjetivo, multiproducto y de varios niveles de programación lineal mixta que considera la vida útil de los alimentos. El modelo se aplica a la cadena de suministro de frutas perecederas. Los dos escenarios evaluados constituyen la base de una propuesta de estrategia para reducir costos, maximizar el margen de contribución y disminuir las pérdidas de fruta.;23-nov-17;2017;Español;2;Orjuela Castro, Javier Arturo;Orjuela-Castro, Javier;Orjuela-Castro, Ja.;;;Grupo de Investigación en Competitividad dela Industria Colombiana - GICIC
88;Velásquez Perilla, Jorge Eliecer;Velásquez-Perilla, Jorge Eliecer;Velásquez-Perilla, Jo;Velásquez-Perilla, Jo.;Velásquez-Perilla, Jo.;Propuesta Metodológica para Medir el Grado de Transferencia Tecnológica en la Mediana Empresa del Sector de Plásticos en la Ciudad de Bogotá D. C;"Metodología
Medición
Transferencia Tecnológica
Mipymes
Sector de Plásticos Methodology, measurement, technology transfer, MSMEs, plastics sector.";"El presente Proyecto de Grado está enfocado en la construcción de una herramienta metodológica que permita medir el grado de transferencia tecnológica en el área técnica de las Mipymes del sector plásticos del Distrito de Bogotá D. C. Se tuvo en cuenta que para la elaboración de dicha metodología se realizó una revisión de literatura especializada en relación a los modelos de transferencia tecnológica aplicados en otros países y de dos modelos utilizados de forma exitosa en Colombia. También se conceptualizó un análisis de las Mipymes ubicadas en el país enfocándome en la mediana empresa, el fin de determinar su estado actual. A partir de lo anterior se obtuvieron datos que indicaron las principales características, distribución sectorial, ubicación geográfica y marco legal de las Mipymes. 
 La metodología que se realizó estuvo basada en la conceptualización de transferencia tecnológica como proceso de incorporación a una unidad productiva de un tipo de conocimiento desarrollado fuera de ella. La unidad productiva a ser evaluada a través del instrumento es el área técnica de las Mipymes del sector de plásticos de Bogotá. La herramienta metodológica diseñada en el presente Proyecto de Grado, permitió evaluar la transferencia tecnológica adaptativa y plena como también la horizontal y vertical, la cual también mide el grado de transferencia tecnológica de las empresas de acuerdo al estado de la etapa del proceso en la que se encuentra, que puede ser la fase de adquisición, asimilación o difusión. 
 Luego del diseño de la propuesta metodológica se espera que ésta en su conjunto pueda ser apropiada por parte de los empresarios de las Mipymes del sector plásticos para su aplicación, contrastación y análisis de resultados.
 Palabras clave: Metodología, medición, transferencia tecnológica, Mipymes, sector de plásticos.";27-jul-17;2017;Español;0;Gallego Torres, Adriana Patricia;Gallego-Torres, Adriana;Gallego-Torres, Ad.;;;Representaciones y Conceptos Científicos. IREC.
89;Tascón Hoyos, Diana Carolina;Tascón-Hoyos, Diana Carolina;Tascón-Hoyos, Di;Tascón-Hoyos, Di.;Tascón-Hoyos, Di.;Modelo Dinámico para Contrastar el Desempeño Ambiental, Social y Económico de Estrategias para la Gestión de Residuos de Construcción y Demolición en Bogotá D.C;"Dinámica de Sistemas
Evaluación de sostenibilidad
Residuos de Construcción y Demolición
Sistema Dinámico de Indicadores
Estrategias de Gestión de Residuos";"Este documento muestra el desarrollo de un modelo de Dinámica de Sistemas propuesto para evaluar y comparar el impacto de diversas estrategias de gestión de residuos en residuos de Construcción y Demolición sobre las dimensiones ambiental, social y económica de la sostenibilidad. El modelo busca promover un pensamiento sistemático sobre las relaciones entre las decisiones estratégicas sobre el manejo de residuos de construcción y demolición y sus consecuencias a largo plazo sobre la sostenibilidad, así como proporcionar a los tomadores de decisiones una herramienta para simular y estudiar el impacto potencial de varias estrategias para la gestión de RCD (Residuos de Construcción y Demolición); estas estrategias se enfocaron en dos tipos, por un lado, de carácter operacional y logístico y por otro relacionadas con política de penalización o incentivos de índole gubernamental. Se presentan finalmente las resultados de unos escenarios supuestos y simulados con datos contextualizados en Bogotá D.C, Colombia, esto con el fin de mostrar los resultados esperados y proporcionar una guía respecto a su implementación.";12-jun-17;2017;Español;0; González Rodríguez, Leonardo José;González-Rodríguez, Leonardo;Gonzalez-Rodriguez,Le.;;;Modelos Matemáticos Aplicados a la Industria MMAI
